TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,MRG,REGULARITY,CHURN
K > 24 month,4250.0,14.0,4350.0,1450.0,15.0,344.0,163.0,39.0,NO,51,0
K > 24 month,5400.0,10.0,5399.0,1800.0,10.0,0.0,74.0,131.0,NO,60,0
K > 24 month,3500.0,4.0,3500.0,1167.0,5.0,2394.0,36.0,7.0,NO,48,0
K > 24 month,3300.0,10.0,3300.0,1100.0,10.0,0.0,25.0,25.0,NO,35,0
K > 24 month,7000.0,14.0,7000.0,2333.0,14.0,0.0,98.0,99.0,NO,50,0
K > 24 month,2650.0,7.0,2310.0,770.0,14.0,1345.0,1.0,3.0,NO,58,0
K > 24 month,11500.0,12.0,11501.0,3834.0,18.0,15165.0,10.0,115.0,NO,58,0
K > 24 month,16300.0,54.0,16661.0,5554.0,62.0,24664.0,37.0,5.0,NO,62,0
K > 24 month,6200.0,19.0,5559.0,1853.0,23.0,0.0,56.0,103.0,NO,51,0
K > 24 month,5200.0,11.0,5099.0,1700.0,14.0,422.0,487.0,6.0,NO,59,0
K > 24 month,15500.0,30.0,16801.0,5600.0,34.0,2843.0,468.0,97.0,NO,62,0
K > 24 month,8200.0,17.0,8487.0,2829.0,26.0,16939.0,3.0,4.0,NO,59,0
K > 24 month,3750.0,14.0,3750.0,1250.0,14.0,5684.0,43.0,81.0,NO,26,0
K > 24 month,3500.0,5.0,3500.0,1167.0,6.0,4374.0,70.0,13.0,NO,21,0
K > 24 month,5200.0,10.0,5197.0,1732.0,12.0,0.0,18.0,57.0,NO,44,0
K > 24 month,3850.0,11.0,4870.0,1623.0,14.0,9709.0,0.0,0.0,NO,53,0
K > 24 month,8550.0,19.0,9552.0,3184.0,26.0,0.0,5.0,26.0,NO,48,0
K > 24 month,6100.0,13.0,6098.0,2033.0,13.0,0.0,553.0,108.0,NO,25,0
K > 24 month,14250.0,54.0,14470.0,4823.0,56.0,1022.0,2562.0,139.0,NO,59,0
K > 24 month,13500.0,14.0,13502.0,4501.0,16.0,18976.0,8.0,17.0,NO,62,0
K > 24 month,2550.0,11.0,2550.0,850.0,18.0,0.0,23.0,25.0,NO,52,0
K > 24 month,8200.0,16.0,8700.0,2900.0,15.0,0.0,180.0,175.0,NO,47,0
K > 24 month,31450.0,65.0,32955.0,10985.0,63.0,15660.0,21.0,77.0,NO,59,0
K > 24 month,16350.0,44.0,16121.0,5374.0,54.0,2561.0,158.0,58.0,NO,61,0
K > 24 month,1900.0,9.0,1900.0,633.0,9.0,0.0,508.0,69.0,NO,58,0
K > 24 month,20600.0,40.0,21099.0,7033.0,44.0,4079.0,551.0,359.0,NO,62,0
K > 24 month,3100.0,8.0,2999.0,1000.0,16.0,222.0,3.0,30.0,NO,57,0
K > 24 month,21350.0,39.0,21390.0,7130.0,45.0,3312.0,363.0,288.0,NO,62,0
K > 24 month,16000.0,10.0,17009.0,5670.0,12.0,55141.0,38.0,2.0,NO,60,0
K > 24 month,9650.0,30.0,9401.0,3134.0,38.0,3982.0,1790.0,155.0,NO,62,0
K > 24 month,4100.0,14.0,3471.0,1157.0,19.0,2037.0,3.0,12.0,NO,50,0
K > 24 month,25000.0,35.0,26297.0,8766.0,40.0,14598.0,248.0,355.0,NO,62,0
K > 24 month,5100.0,9.0,5459.0,1820.0,11.0,7.0,94.0,143.0,NO,43,0
K > 24 month,12250.0,13.0,12599.0,4200.0,14.0,5781.0,1000.0,306.0,NO,62,0
K > 24 month,2000.0,3.0,2000.0,667.0,3.0,0.0,19.0,47.0,NO,9,0
K > 24 month,4400.0,18.0,4399.0,1466.0,20.0,1.0,955.0,92.0,NO,44,0
K > 24 month,6450.0,17.0,6439.0,2146.0,20.0,5722.0,1.0,25.0,NO,59,0
K > 24 month,350.0,2.0,253.0,84.0,2.0,0.0,9.0,11.0,NO,48,0
K > 24 month,18450.0,41.0,17910.0,5970.0,48.0,33340.0,46.0,93.0,NO,58,0
K > 24 month,1900.0,6.0,1642.0,547.0,14.0,0.0,32.0,4.0,NO,54,0
K > 24 month,4500.0,11.0,4218.0,1406.0,17.0,2449.0,445.0,52.0,NO,56,0
K > 24 month,43450.0,91.0,44695.0,14898.0,86.0,11503.0,958.0,191.0,NO,62,0
K > 24 month,3000.0,6.0,3000.0,1000.0,6.0,3.0,158.0,4.0,NO,47,0
K > 24 month,43050.0,28.0,44056.0,14685.0,33.0,15.0,2561.0,28.0,NO,39,0
K > 24 month,4200.0,13.0,4202.0,1401.0,23.0,3429.0,723.0,45.0,NO,59,0
H 15-18 month,3700.0,7.0,4711.0,1570.0,14.0,10272.0,6.0,14.0,NO,52,0
K > 24 month,2450.0,14.0,2450.0,817.0,14.0,132.0,26.0,5.0,NO,37,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,10.0,5.0,NO,30,0
K > 24 month,7600.0,8.0,8035.0,2678.0,8.0,14238.0,31.0,17.0,NO,62,0
K > 24 month,5000.0,5.0,4998.0,1666.0,5.0,643.0,15.0,11.0,NO,31,0
K > 24 month,17500.0,31.0,17500.0,5833.0,31.0,0.0,327.0,258.0,NO,56,0
K > 24 month,2000.0,3.0,2492.0,831.0,4.0,0.0,122.0,34.0,NO,46,0
I 18-21 month,6000.0,12.0,6000.0,2000.0,12.0,0.0,251.0,51.0,NO,52,0
K > 24 month,1700.0,4.0,1699.0,566.0,4.0,149.0,31.0,26.0,NO,47,0
K > 24 month,9200.0,42.0,9166.0,3055.0,47.0,9287.0,1.0,7.0,NO,54,0
K > 24 month,2900.0,11.0,2911.0,970.0,14.0,1761.0,1671.0,48.0,NO,28,0
K > 24 month,8000.0,8.0,9000.0,3000.0,9.0,0.0,456.0,50.0,NO,55,0
K > 24 month,2700.0,6.0,3700.0,1233.0,9.0,1062.0,142.0,77.0,NO,36,0
K > 24 month,13000.0,24.0,13000.0,4333.0,24.0,0.0,248.0,413.0,NO,60,0
K > 24 month,7800.0,19.0,7189.0,2396.0,20.0,2739.0,168.0,251.0,NO,46,0
K > 24 month,3800.0,11.0,3900.0,1300.0,19.0,4201.0,1.0,4.0,NO,36,0
K > 24 month,12600.0,30.0,12598.0,4199.0,31.0,1605.0,396.0,103.0,NO,56,0
K > 24 month,9000.0,11.0,10000.0,3333.0,15.0,7923.0,4.0,65.0,NO,28,0
K > 24 month,1500.0,3.0,1496.0,499.0,6.0,7.0,20.0,34.0,NO,36,0
K > 24 month,11700.0,37.0,12338.0,4113.0,43.0,8052.0,1765.0,189.0,NO,62,0
K > 24 month,6000.0,13.0,8900.0,2967.0,21.0,0.0,391.0,220.0,NO,61,0
I 18-21 month,1100.0,5.0,1561.0,520.0,8.0,2540.0,0.0,1.0,NO,41,0
K > 24 month,16000.0,2.0,24001.0,8000.0,6.0,953.0,486.0,1128.0,NO,50,0
K > 24 month,5800.0,26.0,6200.0,2067.0,29.0,1346.0,1617.0,42.0,NO,49,0
K > 24 month,11200.0,27.0,11199.0,3733.0,28.0,2.0,2.0,213.0,NO,58,0
K > 24 month,400.0,2.0,400.0,133.0,2.0,14.0,341.0,6.0,NO,47,0
K > 24 month,1000.0,1.0,1000.0,333.0,1.0,8317.0,713.0,100.0,NO,62,0
K > 24 month,2700.0,6.0,2681.0,894.0,8.0,0.0,3.0,40.0,NO,23,0
K > 24 month,1200.0,3.0,950.0,317.0,3.0,1062.0,30.0,3.0,NO,61,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,45.0,37.0,NO,51,0
K > 24 month,2400.0,6.0,2300.0,767.0,9.0,188.0,523.0,1.0,NO,53,0
K > 24 month,6000.0,18.0,6051.0,2017.0,20.0,0.0,287.0,39.0,NO,41,0
K > 24 month,6500.0,9.0,7009.0,2336.0,13.0,7029.0,79.0,93.0,NO,61,0
K > 24 month,7100.0,15.0,7500.0,2500.0,15.0,14.0,77.0,111.0,NO,59,0
K > 24 month,1000.0,2.0,1407.0,469.0,5.0,496.0,13.0,92.0,NO,20,0
K > 24 month,11050.0,21.0,11942.0,3981.0,44.0,3306.0,6985.0,100.0,NO,62,0
K > 24 month,7550.0,37.0,7683.0,2561.0,40.0,4439.0,71.0,38.0,NO,55,0
K > 24 month,20800.0,74.0,20153.0,6718.0,77.0,0.0,5123.0,147.0,NO,61,0
K > 24 month,750.0,4.0,750.0,250.0,8.0,331.0,10.0,11.0,NO,28,0
K > 24 month,4600.0,13.0,4582.0,1527.0,20.0,11.0,12.0,37.0,NO,45,0
K > 24 month,8300.0,17.0,8921.0,2974.0,28.0,5806.0,201.0,110.0,NO,62,0
K > 24 month,17000.0,16.0,18000.0,6000.0,20.0,0.0,1341.0,39.0,NO,59,0
K > 24 month,4200.0,8.0,4052.0,1351.0,10.0,1780.0,89.0,34.0,NO,38,0
K > 24 month,6400.0,36.0,6785.0,2262.0,39.0,8930.0,8.0,1.0,NO,50,0
K > 24 month,5500.0,12.0,5668.0,1889.0,14.0,71.0,414.0,2.0,NO,59,0
K > 24 month,2950.0,10.0,2940.0,980.0,12.0,0.0,681.0,91.0,NO,38,0
K > 24 month,8500.0,16.0,8499.0,2833.0,19.0,2.0,274.0,136.0,NO,62,0
K > 24 month,14650.0,40.0,15650.0,5217.0,41.0,0.0,953.0,303.0,NO,62,0
K > 24 month,1500.0,2.0,1500.0,500.0,2.0,40.0,127.0,23.0,NO,52,0
K > 24 month,1500.0,3.0,1514.0,505.0,7.0,247.0,83.0,4.0,NO,11,0
K > 24 month,7750.0,19.0,8304.0,2768.0,26.0,4873.0,1.0,9.0,NO,54,0
K > 24 month,10900.0,18.0,11396.0,3799.0,18.0,1.0,116.0,237.0,NO,52,0
K > 24 month,8500.0,8.0,8051.0,2684.0,10.0,0.0,514.0,0.0,NO,55,0
K > 24 month,11900.0,18.0,11960.0,3987.0,22.0,21.0,33.0,266.0,NO,56,0
K > 24 month,10300.0,22.0,10310.0,3437.0,29.0,18165.0,18.0,25.0,NO,38,0
K > 24 month,1500.0,2.0,1480.0,493.0,2.0,1634.0,0.0,1.0,NO,15,0
K > 24 month,6000.0,12.0,6470.0,2157.0,16.0,10256.0,0.0,40.0,NO,52,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,17.0,39.0,NO,13,0
I 18-21 month,8300.0,20.0,9301.0,3100.0,25.0,0.0,136.0,66.0,NO,62,0
K > 24 month,6000.0,12.0,6500.0,2167.0,13.0,0.0,36.0,158.0,NO,53,0
K > 24 month,4250.0,9.0,3709.0,1236.0,9.0,117.0,36.0,42.0,NO,44,0
K > 24 month,1600.0,4.0,1120.0,373.0,10.0,0.0,0.0,0.0,NO,31,0
K > 24 month,27700.0,47.0,28261.0,9420.0,42.0,0.0,578.0,420.0,NO,56,0
K > 24 month,3500.0,6.0,3497.0,1166.0,8.0,0.0,31.0,43.0,NO,34,0
H 15-18 month,26000.0,19.0,26806.0,8935.0,34.0,9745.0,281.0,92.0,NO,59,0
K > 24 month,3050.0,9.0,2652.0,884.0,14.0,0.0,320.0,34.0,NO,62,0
K > 24 month,17100.0,35.0,16956.0,5652.0,36.0,0.0,2054.0,397.0,NO,62,0
K > 24 month,2500.0,7.0,3489.0,1163.0,9.0,3561.0,5.0,34.0,NO,48,0
K > 24 month,250.0,1.0,250.0,83.0,1.0,1.0,1.0,10.0,NO,4,0
K > 24 month,3200.0,5.0,3183.0,1061.0,7.0,5397.0,1.0,15.0,NO,33,0
K > 24 month,1650.0,13.0,1651.0,550.0,22.0,511.0,1.0,1.0,NO,25,0
K > 24 month,4500.0,4.0,4520.0,1507.0,6.0,8393.0,12.0,0.0,NO,62,0
K > 24 month,7500.0,6.0,7491.0,2497.0,10.0,18441.0,23.0,153.0,NO,45,0
K > 24 month,7400.0,5.0,10400.0,3467.0,6.0,16073.0,57.0,0.0,NO,58,0
K > 24 month,4100.0,10.0,4101.0,1367.0,21.0,0.0,4342.0,64.0,NO,62,0
K > 24 month,2500.0,8.0,2319.0,773.0,8.0,0.0,129.0,75.0,NO,50,0
K > 24 month,3950.0,13.0,3950.0,1317.0,13.0,461.0,192.0,42.0,NO,62,0
K > 24 month,4100.0,9.0,4800.0,1600.0,18.0,20.0,43.0,69.0,NO,38,0
K > 24 month,2700.0,11.0,3409.0,1136.0,20.0,0.0,443.0,8.0,NO,59,0
K > 24 month,3200.0,10.0,3511.0,1170.0,18.0,5953.0,0.0,11.0,NO,39,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,7.0,2.0,NO,13,0
K > 24 month,14600.0,29.0,14298.0,4766.0,32.0,1.0,459.0,404.0,NO,61,0
K > 24 month,2500.0,4.0,2497.0,832.0,6.0,3901.0,5.0,10.0,NO,27,0
K > 24 month,15000.0,60.0,15011.0,5004.0,65.0,12706.0,7.0,15.0,NO,61,0
I 18-21 month,800.0,3.0,800.0,267.0,4.0,0.0,243.0,20.0,NO,10,0
K > 24 month,29500.0,8.0,660.0,220.0,8.0,0.0,525.0,181.0,NO,62,0
K > 24 month,14070.0,26.0,14073.0,4691.0,43.0,20614.0,12.0,30.0,NO,61,0
K > 24 month,12300.0,41.0,12158.0,4053.0,45.0,0.0,2140.0,219.0,NO,59,0
K > 24 month,7100.0,37.0,6962.0,2321.0,45.0,5954.0,3.0,17.0,NO,56,0
K > 24 month,4950.0,14.0,4850.0,1617.0,21.0,6308.0,42.0,20.0,NO,39,0
K > 24 month,12700.0,23.0,13200.0,4400.0,30.0,4806.0,149.0,91.0,NO,61,0
K > 24 month,45500.0,76.0,46312.0,15437.0,80.0,8410.0,315.0,1299.0,NO,62,0
K > 24 month,4000.0,4.0,6000.0,2000.0,8.0,9932.0,6.0,75.0,NO,11,0
K > 24 month,2200.0,5.0,2699.0,900.0,7.0,72.0,16.0,27.0,NO,23,0
K > 24 month,4950.0,19.0,4274.0,1425.0,23.0,0.0,634.0,25.0,NO,62,0
K > 24 month,5000.0,2.0,4900.0,1633.0,13.0,2.0,88.0,1.0,NO,60,0
K > 24 month,9000.0,18.0,9499.0,3166.0,20.0,946.0,30.0,179.0,NO,58,0
K > 24 month,3500.0,8.0,4241.0,1414.0,10.0,232.0,2258.0,17.0,NO,22,0
K > 24 month,4300.0,13.0,4233.0,1411.0,26.0,4438.0,26.0,15.0,NO,59,0
K > 24 month,7400.0,16.0,7400.0,2467.0,17.0,21.0,37.0,130.0,NO,12,0
K > 24 month,20400.0,32.0,22409.0,7470.0,44.0,46532.0,2.0,83.0,NO,61,0
H 15-18 month,31700.0,64.0,32700.0,10900.0,67.0,1203.0,221.0,911.0,NO,62,0
K > 24 month,5400.0,12.0,5329.0,1776.0,20.0,3680.0,28.0,44.0,NO,40,0
K > 24 month,750.0,2.0,753.0,251.0,2.0,0.0,8.0,25.0,NO,25,0
K > 24 month,600.0,3.0,460.0,153.0,4.0,0.0,318.0,22.0,NO,61,0
H 15-18 month,9500.0,19.0,9500.0,3167.0,19.0,0.0,285.0,296.0,NO,58,0
K > 24 month,10300.0,33.0,10299.0,3433.0,43.0,8095.0,407.0,191.0,NO,60,0
K > 24 month,1600.0,5.0,1599.0,533.0,7.0,39.0,24.0,12.0,NO,15,0
K > 24 month,7950.0,38.0,7954.0,2651.0,40.0,3.0,188.0,54.0,NO,52,0
K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,38.0,79.0,NO,30,0
K > 24 month,3650.0,23.0,3605.0,1202.0,27.0,398.0,97.0,65.0,NO,49,0
K > 24 month,21000.0,36.0,22500.0,7500.0,39.0,0.0,3.0,552.0,NO,53,0
K > 24 month,13700.0,25.0,14191.0,4730.0,24.0,2116.0,298.0,292.0,NO,60,0
K > 24 month,11500.0,43.0,12186.0,4062.0,49.0,5558.0,70.0,92.0,NO,53,0
K > 24 month,12500.0,24.0,13002.0,4334.0,29.0,11.0,220.0,272.0,NO,56,0
K > 24 month,2600.0,6.0,2600.0,867.0,6.0,126.0,45.0,28.0,NO,11,0
K > 24 month,1000.0,2.0,1000.0,333.0,4.0,16.0,14.0,18.0,NO,24,0
K > 24 month,14200.0,9.0,14200.0,4733.0,8.0,0.0,1620.0,511.0,NO,62,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,8.0,2.0,NO,21,0
K > 24 month,16900.0,69.0,17901.0,5967.0,75.0,0.0,9617.0,684.0,NO,62,0
F 9-12 month,5400.0,13.0,4375.0,1458.0,15.0,3764.0,24.0,26.0,NO,60,0
K > 24 month,3700.0,6.0,3700.0,1233.0,10.0,5574.0,2.0,2.0,NO,56,0
K > 24 month,5000.0,1.0,5000.0,1667.0,1.0,0.0,119.0,396.0,NO,38,0
K > 24 month,1700.0,5.0,1675.0,558.0,9.0,1600.0,1.0,0.0,NO,41,0
K > 24 month,900.0,3.0,901.0,300.0,10.0,254.0,3.0,7.0,NO,21,0
K > 24 month,15000.0,15.0,15000.0,5000.0,15.0,61.0,1097.0,0.0,NO,60,0
K > 24 month,2700.0,6.0,2689.0,896.0,7.0,0.0,0.0,58.0,NO,21,0
K > 24 month,28250.0,22.0,28250.0,9417.0,22.0,13.0,534.0,834.0,NO,61,0
K > 24 month,12900.0,24.0,13128.0,4376.0,24.0,0.0,392.0,180.0,NO,61,0
K > 24 month,2600.0,6.0,2599.0,866.0,6.0,0.0,4.0,60.0,NO,34,0
K > 24 month,9000.0,3.0,9710.0,3237.0,4.0,2273.0,1097.0,375.0,NO,62,0
K > 24 month,5600.0,12.0,5861.0,1954.0,16.0,0.0,255.0,172.0,NO,62,0
K > 24 month,8000.0,9.0,8980.0,2993.0,14.0,13434.0,7.0,25.0,NO,62,0
K > 24 month,1350.0,5.0,1332.0,444.0,10.0,1645.0,2.0,0.0,NO,27,0
K > 24 month,1500.0,7.0,1500.0,500.0,9.0,389.0,4.0,25.0,NO,32,0
K > 24 month,7100.0,7.0,8134.0,2711.0,10.0,6469.0,103.0,0.0,NO,53,0
K > 24 month,63000.0,55.0,63396.0,21132.0,60.0,132.0,136.0,833.0,NO,62,0
K > 24 month,7000.0,14.0,6999.0,2333.0,21.0,14179.0,6.0,17.0,NO,62,0
H 15-18 month,21000.0,38.0,20454.0,6818.0,41.0,0.0,211.0,275.0,NO,61,0
K > 24 month,46700.0,67.0,47718.0,15906.0,69.0,14521.0,332.0,1091.0,NO,62,0
K > 24 month,750.0,4.0,750.0,250.0,5.0,0.0,234.0,25.0,NO,39,0
K > 24 month,3200.0,6.0,3191.0,1064.0,7.0,5996.0,3.0,3.0,NO,45,0
K > 24 month,25900.0,61.0,26244.0,8748.0,69.0,8075.0,410.0,384.0,NO,62,0
K > 24 month,4200.0,3.0,3715.0,1238.0,3.0,411.0,41.0,117.0,NO,28,0
K > 24 month,2600.0,7.0,2590.0,863.0,7.0,286.0,330.0,120.0,NO,28,0
K > 24 month,800.0,3.0,804.0,268.0,8.0,932.0,1.0,0.0,NO,13,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,1.0,15.0,2.0,NO,61,0
K > 24 month,16500.0,31.0,17500.0,5833.0,36.0,504.0,124.0,1268.0,NO,58,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,3.0,84.0,NO,10,0
K > 24 month,1800.0,6.0,1807.0,602.0,6.0,83.0,32.0,11.0,NO,59,0
K > 24 month,1300.0,2.0,1300.0,433.0,5.0,1673.0,11.0,11.0,NO,22,0
K > 24 month,3550.0,9.0,3848.0,1283.0,19.0,6116.0,22.0,37.0,NO,44,0
K > 24 month,1500.0,4.0,1501.0,500.0,6.0,1224.0,7.0,9.0,NO,51,0
K > 24 month,1350.0,5.0,1350.0,450.0,8.0,0.0,22.0,21.0,NO,43,0
K > 24 month,4000.0,8.0,4000.0,1333.0,13.0,4315.0,73.0,195.0,NO,34,0
K > 24 month,11100.0,21.0,11299.0,3766.0,27.0,0.0,244.0,173.0,NO,60,0
K > 24 month,15850.0,37.0,15850.0,5283.0,36.0,10418.0,265.0,292.0,NO,53,0
K > 24 month,9000.0,18.0,9001.0,3000.0,19.0,7.0,9.0,155.0,NO,53,0
K > 24 month,10050.0,9.0,9299.0,3100.0,5.0,20.0,564.0,526.0,NO,61,0
K > 24 month,3500.0,17.0,3999.0,1333.0,21.0,322.0,50.0,40.0,NO,61,0
K > 24 month,12000.0,6.0,11860.0,3953.0,11.0,7923.0,1796.0,507.0,NO,62,0
K > 24 month,19800.0,41.0,18562.0,6187.0,46.0,8597.0,100.0,510.0,NO,61,0
K > 24 month,15100.0,28.0,15599.0,5200.0,30.0,14811.0,118.0,170.0,NO,60,0
K > 24 month,8500.0,17.0,8001.0,2667.0,16.0,0.0,315.0,246.0,NO,61,0
K > 24 month,3200.0,16.0,3201.0,1067.0,20.0,0.0,1319.0,50.0,NO,45,0
K > 24 month,1000.0,2.0,978.0,326.0,2.0,0.0,5.0,16.0,NO,17,0
K > 24 month,1450.0,5.0,1237.0,412.0,5.0,0.0,1.0,19.0,NO,31,0
K > 24 month,16500.0,44.0,16288.0,5429.0,49.0,2657.0,61.0,120.0,NO,62,0
K > 24 month,13000.0,23.0,14000.0,4667.0,25.0,748.0,2922.0,197.0,NO,61,0
K > 24 month,1500.0,5.0,1500.0,500.0,5.0,780.0,9.0,2.0,NO,60,0
K > 24 month,30500.0,7.0,27600.0,9200.0,13.0,390.0,240.0,612.0,NO,57,0
K > 24 month,3400.0,16.0,3699.0,1233.0,18.0,2.0,2512.0,114.0,NO,62,0
K > 24 month,6900.0,47.0,6620.0,2207.0,50.0,4694.0,2.0,5.0,NO,62,0
K > 24 month,14750.0,30.0,14950.0,4983.0,30.0,0.0,686.0,274.0,NO,62,0
K > 24 month,10700.0,48.0,11400.0,3800.0,63.0,4013.0,2611.0,72.0,NO,62,0
K > 24 month,2600.0,3.0,3089.0,1030.0,5.0,2876.0,29.0,19.0,NO,55,0
K > 24 month,2650.0,13.0,2393.0,798.0,14.0,2173.0,1.0,3.0,NO,31,0
K > 24 month,1800.0,4.0,1809.0,603.0,6.0,0.0,9.0,36.0,NO,17,0
K > 24 month,8500.0,16.0,9500.0,3167.0,18.0,1.0,3552.0,1.0,NO,57,0
I 18-21 month,7850.0,39.0,8202.0,2734.0,42.0,3433.0,4.0,51.0,NO,44,0
H 15-18 month,5400.0,11.0,7358.0,2453.0,16.0,11756.0,145.0,63.0,NO,54,0
K > 24 month,3500.0,7.0,3993.0,1331.0,8.0,0.0,77.0,25.0,NO,23,0
K > 24 month,6200.0,13.0,6201.0,2067.0,19.0,10515.0,285.0,0.0,NO,61,0
K > 24 month,5000.0,1.0,3000.0,1000.0,1.0,2434.0,366.0,267.0,NO,54,0
K > 24 month,1150.0,8.0,1076.0,359.0,10.0,498.0,7.0,18.0,NO,34,0
K > 24 month,12100.0,10.0,13280.0,4427.0,12.0,1256.0,2631.0,531.0,NO,62,0
K > 24 month,13800.0,29.0,13800.0,4600.0,29.0,0.0,118.0,237.0,NO,62,0
K > 24 month,17700.0,28.0,18808.0,6269.0,34.0,80342.0,24.0,2.0,NO,62,0
K > 24 month,3400.0,8.0,3899.0,1300.0,9.0,0.0,56.0,82.0,NO,42,0
K > 24 month,900.0,2.0,658.0,219.0,3.0,2.0,1.0,2.0,NO,29,0
K > 24 month,13000.0,26.0,12700.0,4233.0,26.0,302.0,558.0,99.0,NO,61,0
K > 24 month,3000.0,3.0,2992.0,997.0,7.0,3740.0,0.0,4.0,NO,59,0
K > 24 month,18000.0,19.0,18699.0,6233.0,21.0,41010.0,7.0,152.0,NO,62,0
K > 24 month,8750.0,18.0,8749.0,2916.0,21.0,0.0,260.0,232.0,NO,55,0
K > 24 month,6750.0,8.0,7226.0,2409.0,21.0,1494.0,538.0,112.0,NO,54,0
K > 24 month,4550.0,10.0,4500.0,1500.0,10.0,11921.0,61.0,2.0,NO,39,0
K > 24 month,5400.0,15.0,5401.0,1800.0,19.0,0.0,86.0,90.0,NO,61,0
K > 24 month,800.0,4.0,1049.0,350.0,5.0,0.0,317.0,26.0,NO,28,0
K > 24 month,1000.0,2.0,998.0,333.0,2.0,2046.0,57.0,1.0,NO,6,0
K > 24 month,6900.0,15.0,7601.0,2534.0,20.0,265.0,42.0,69.0,NO,47,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,22.0,21.0,NO,12,0
K > 24 month,1600.0,5.0,1600.0,533.0,5.0,5.0,299.0,22.0,NO,59,0
K > 24 month,13700.0,30.0,13776.0,4592.0,36.0,27287.0,1.0,21.0,NO,61,0
I 18-21 month,7400.0,22.0,8181.0,2727.0,26.0,16562.0,4.0,26.0,NO,58,0
K > 24 month,14750.0,28.0,13381.0,4460.0,29.0,2014.0,45.0,58.0,NO,49,0
K > 24 month,800.0,2.0,803.0,268.0,6.0,0.0,4.0,8.0,NO,18,0
K > 24 month,15000.0,3.0,16545.0,5515.0,13.0,4170.0,1045.0,186.0,NO,57,0
K > 24 month,8800.0,23.0,9529.0,3176.0,26.0,140.0,1524.0,250.0,NO,62,0
K > 24 month,4000.0,6.0,3984.0,1328.0,7.0,358.0,17.0,15.0,NO,45,0
K > 24 month,4000.0,4.0,4000.0,1333.0,9.0,2826.0,11.0,37.0,NO,13,0
K > 24 month,6450.0,24.0,6967.0,2322.0,27.0,643.0,115.0,177.0,NO,51,0
K > 24 month,8500.0,19.0,8909.0,2970.0,38.0,3634.0,2795.0,179.0,NO,57,0
K > 24 month,9400.0,20.0,9760.0,3253.0,21.0,463.0,7.0,249.0,NO,4,0
K > 24 month,10200.0,21.0,10200.0,3400.0,21.0,0.0,228.0,333.0,NO,59,0
K > 24 month,1800.0,3.0,4501.0,1500.0,6.0,3795.0,505.0,37.0,NO,34,0
K > 24 month,6550.0,18.0,6282.0,2094.0,22.0,2999.0,120.0,176.0,NO,15,0
K > 24 month,1600.0,4.0,1602.0,534.0,9.0,1929.0,2.0,3.0,NO,26,0
K > 24 month,4000.0,7.0,3989.0,1330.0,8.0,861.0,26.0,29.0,NO,53,0
K > 24 month,1300.0,3.0,1299.0,433.0,3.0,55.0,2.0,6.0,NO,21,0
K > 24 month,2900.0,9.0,2901.0,967.0,14.0,647.0,9.0,1.0,NO,47,0
K > 24 month,6000.0,12.0,9000.0,3000.0,19.0,0.0,120.0,191.0,NO,57,0
K > 24 month,2500.0,4.0,2196.0,732.0,3.0,0.0,35.0,67.0,NO,20,0
K > 24 month,4000.0,2.0,4001.0,1334.0,4.0,1077.0,69.0,212.0,NO,44,0
K > 24 month,1500.0,2.0,1482.0,494.0,3.0,878.0,2.0,6.0,NO,30,0
K > 24 month,2800.0,15.0,2801.0,934.0,17.0,2150.0,13.0,31.0,NO,42,0
K > 24 month,5500.0,11.0,6012.0,2004.0,19.0,5744.0,7.0,3.0,NO,62,0
K > 24 month,36400.0,68.0,39277.0,13092.0,66.0,7058.0,1657.0,294.0,NO,61,0
K > 24 month,3200.0,4.0,3162.0,1054.0,5.0,5450.0,0.0,38.0,NO,62,0
K > 24 month,9000.0,8.0,9982.0,3327.0,15.0,14051.0,9.0,63.0,NO,57,0
K > 24 month,13100.0,53.0,12996.0,4332.0,56.0,810.0,5093.0,179.0,NO,60,0
K > 24 month,12400.0,54.0,12201.0,4067.0,54.0,0.0,2785.0,111.0,NO,62,0
K > 24 month,28500.0,44.0,30040.0,10013.0,47.0,0.0,1545.0,99.0,NO,62,0
K > 24 month,3000.0,5.0,2865.0,955.0,5.0,0.0,63.0,57.0,NO,39,0
K > 24 month,2550.0,10.0,2551.0,850.0,10.0,8.0,784.0,81.0,NO,54,0
K > 24 month,5500.0,11.0,5500.0,1833.0,11.0,2285.0,113.0,330.0,NO,23,0
K > 24 month,3600.0,9.0,4100.0,1367.0,10.0,1.0,215.0,83.0,NO,50,0
K > 24 month,750.0,2.0,741.0,247.0,2.0,125.0,7.0,14.0,NO,11,0
